Gene,PD_001,PD_002,PD_003,PD_004,PD_005,PD_006,PD_007,PD_008,PD_009,PD_010,PD_011,PD_012,PD_013,PD_014,PD_015,PD_016,PD_017,PD_018,PD_019,PD_020,PD_021,PD_022,PD_023,PD_024,PD_025,PD_026,PD_027,PD_028,PD_029,PD_030
CHRM1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHRM2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHRM3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHRM4,0,0,105,0,0,0,0,0,0,0,852,0,0,0,0,0,0,2,58,71,0,0,0,337,0,0,0,87,0,0
CHRM5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHRNA1,0,8,0,0,891,0,0,0,401,0,0,213,0,0,0,0,0,19,43,6,579,0,861,318,0,0,1629,0,0,0
CHRNA10,0,44,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,54,25,0,0,0,0,0,0,0,0,0,0,223
CHRNA2,0,0,0,0,0,3,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,427,0,0,0,0,0,0,0
CHRNA3,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0
CHRNA4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHRNA5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421,0,0,0,0,0,0
CHRNA6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0
CHRNA7,0,0,6,0,0,0,0,0,1,0,0,1,0,0,0,14,18,0,0,2,0,0,0,20,0,0,82,0,0,1
CHRNA9,718,179,208,0,1411,0,0,0,455,0,0,44,0,0,1259,340,0,42,733,185,1123,0,398,1770,0,855,0,272,2605,0
CHRNB1,0,0,76,0,69,0,0,0,135,0,0,2,0,0,437,0,0,16,30,0,163,0,401,609,0,0,1365,0,0,98
CHRNB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHRNB3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHRNB4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHRND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0
CHRNE,31,272,766,0,1105,0,0,0,539,0,0,279,0,0,0,511,0,489,119,468,261,348,213,203,0,384,0,236,0,1538
CHRNG,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
CHST1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0
CHST10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHST11,842,1671,1746,306,955,181,0,0,699,0,641,1414,265,0,1,602,2081,1795,806,1123,980,2290,1091,110,608,1873,0,851,1906,2436
CHST13,0,11,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0
CHST14,0,15,0,0,0,0,0,0,1,0,14,4,0,18,0,1,87,8,0,9,18,12,0,0,0,30,0,0,52,7
CHST15,3,36,53,22,31,0,0,0,8,47,0,20,82,0,0,93,66,190,23,33,81,0,92,0,105,161,0,65,108,77
CHST3,0,0,0,0,0,0,0,0,1,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHST4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHST5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
CHST6,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHST7,23,483,249,0,9,0,0,0,579,0,0,520,0,0,0,184,273,998,821,796,271,153,171,0,0,368,20,818,969,2277
CHST8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHST9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHSY1,0,2,0,0,3,0,0,0,0,1,0,1,2,0,0,8,1,8,5,0,0,1,0,1,0,1,0,2,0,8
CHSY3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHTF18,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,31,50,0,0,0,0,0,0,0,0,135,0,0
CHTF8,0,162,0,0,748,0,0,0,668,0,0,534,0,0,1596,219,174,138,252,247,173,962,479,229,170,0,0,96,0,389
CHTOP,341,175,427,0,1,440,0,0,444,0,0,347,0,0,293,522,445,305,595,758,453,247,745,163,563,1364,0,812,758,657
CHUK,225,374,0,0,150,874,0,0,83,0,0,678,357,0,2131,594,842,498,700,667,711,1068,740,550,0,0,0,471,0,867
CIAO1,361,97,97,0,227,14,0,0,232,0,0,117,40,0,42,375,575,170,274,228,353,264,211,208,598,129,0,221,0,352
CIAPIN1,0,34,0,0,60,0,0,0,22,0,0,65,0,0,0,88,0,22,99,70,0,147,44,0,0,0,0,89,0,0
CIB1,240,200,166,644,335,0,0,0,481,0,0,311,661,0,0,470,970,678,329,434,0,329,183,135,0,460,0,353,374,530
CIB2,0,122,0,0,0,0,0,0,372,0,0,165,0,0,0,0,0,1,122,210,197,0,475,0,1539,0,0,265,0,235
CIB3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIB4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIC,1115,845,580,0,1339,0,0,0,125,0,1891,865,0,0,0,723,346,2630,653,883,0,1976,600,0,0,2047,0,83,0,2541
CIDEA,97,511,860,0,1021,206,0,0,1088,323,0,0,2,971,1450,714,0,41,1153,1206,866,0,1692,2068,808,319,0,1138,0,401
CIDEB,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,52,90,0,0,0,0,0,0,0,0,178,0,0
CIDEC,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,22,0,3,0,2,0,0,0,0,0,0,54,6,0,3
CIITA,4326,821,2166,0,789,763,0,0,5234,0,67,4883,4618,2150,3,3584,3626,1198,3473,4676,677,15692,4100,2874,693,3693,0,975,2712,4183
CILP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CILP2,2,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0
CINP,436,459,0,0,1528,0,0,0,223,0,1483,265,361,0,0,367,1338,628,624,672,564,1142,394,289,308,285,0,0,0,990
CIR1,270,1378,455,0,738,288,0,0,886,2000,0,572,2011,0,2455,806,62,2997,1546,1052,1156,0,294,1470,314,3947,2396,3878,489,3616
CIRBP,480,308,116,0,206,107,0,0,417,0,746,206,134,469,131,941,205,1041,610,1112,948,855,1749,999,2937,606,950,509,1115,1231
CIRH1A,132,2,0,0,10,0,0,0,108,0,0,23,0,0,19,216,292,60,106,37,0,0,328,325,245,250,0,35,6,53
CISD1,70,14,0,0,20,0,0,0,186,0,380,4,0,0,0,0,0,22,5,33,0,55,133,0,0,0,0,0,0,0
CISD2,349,933,0,0,1132,0,0,0,2510,0,1760,1405,224,0,6865,818,0,259,1103,1354,397,838,1149,1051,1595,856,3088,624,0,201
CISD3,1,79,0,0,130,0,0,0,75,0,0,84,0,0,0,386,0,83,117,178,0,455,203,0,0,0,0,54,0,164
CISH,1345,640,467,0,196,0,0,0,556,96,0,1182,538,672,0,867,686,317,1230,1867,173,472,61,393,2504,749,77,367,1932,6628
CIT,0,2,0,0,0,0,0,0,32,0,0,0,0,355,0,0,0,0,21,56,0,0,44,269,233,0,0,0,0,26
CITED1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,8,0,20,0,0,0,0,0,0,0,0
CITED2,0,14,0,0,0,0,0,0,0,0,0,5,0,0,0,24,0,1,3,1,0,3,0,0,0,6,0,1,8,0
CITED4,4,5,1,0,3,0,13,0,25,0,0,7,51,0,10,10,26,2,22,14,30,0,56,50,28,0,0,7,45,12
CIZ1,281,234,0,16,0,0,0,0,327,0,0,208,0,0,0,0,114,117,184,96,0,1191,352,0,0,489,0,33,0,113
CKAP2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,28,31,0,0,0,0,0,0,0,0,0,0,0
CKAP2L,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,0,0,0
CKAP4,0,687,492,0,48,1373,0,0,275,0,0,699,0,0,0,121,305,1245,924,595,1793,40,140,0,0,0,0,579,0,332
CKAP5,0,13,0,0,117,0,0,0,238,0,0,190,258,0,200,0,0,35,335,282,540,775,151,559,374,110,0,41,0,0
CKB,159,116,0,0,0,67,0,0,54,10,0,95,300,0,0,2,910,95,87,0,1260,390,80,0,1403,252,0,391,0,9
CKM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CKMT1A,1541,331,850,0,2054,0,2,223,1258,1421,0,370,0,0,9545,503,7,15,661,250,686,0,404,615,2352,0,0,171,0,305
CKMT1B,592,136,601,0,621,0,0,4,927,19,0,762,0,0,77,289,459,11,409,595,12,0,738,2011,2086,0,0,73,0,68
CKMT2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0
CKS1B,108,61,58,166,26,0,0,0,33,328,602,52,218,161,134,9,235,82,29,60,123,393,26,156,0,0,748,37,289,158
CKS2,0,10,0,0,0,0,0,0,43,0,0,62,0,0,0,0,0,95,11,35,0,449,144,0,0,0,0,36,0,0
CLASP1,1596,2405,304,0,781,0,0,0,609,0,1204,865,1169,0,4404,779,449,689,1843,783,862,322,999,0,1081,0,0,785,0,1702
CLASP2,0,0,0,0,0,0,0,0,3,0,99,8,75,0,0,63,0,11,13,10,0,89,26,134,0,0,0,14,0,21
CLASRP,379,562,1104,0,935,248,0,0,272,118,0,543,0,45,0,164,771,1143,740,918,357,58,647,258,305,1082,0,780,0,1073
CLC,0,0,0,0,0,0,0,0,0,0,0,36,500,0,0,0,0,1,0,112,0,0,1,0,0,0,0,262,0,1098
CLCA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLCA2,0,0,0,0,2,13,0,0,7,0,0,10,0,0,0,0,0,0,16,8,0,0,13,0,0,0,0,0,0,0
CLCA3P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLCA4,0,0,0,0,0,0,0,0,0,0,0,0,275,0,0,0,0,0,18,249,0,0,0,0,0,0,0,0,0,0
CLCC1,0,1,2,0,0,0,0,0,71,0,0,21,0,3,0,0,0,17,17,83,0,37,0,47,2,0,0,0,0,27
CLCF1,897,5,0,0,508,0,0,0,62,0,0,446,0,0,0,0,0,37,0,1457,0,1142,0,935,664,0,0,411,0,0
CLCN1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,11
CLCN2,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,398,0,11,0,0,0,0,0,0,0,3,0,0,0,0
CLCN3,56,65,0,0,0,0,0,0,86,0,0,9,0,0,0,0,0,13,81,68,92,0,0,223,0,0,0,104,0,33
CLCN4,0,32,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,15,18,0,0,0,31,0,0,0,0,0,0,0
CLCN5,1975,594,0,0,0,0,0,0,662,0,0,611,0,0,2,1342,0,71,628,405,1049,2199,0,243,0,0,0,0,0,186
CLCN6,283,125,700,0,0,0,0,0,477,0,0,169,281,0,23,157,617,94,154,44,130,0,863,0,2,0,0,463,0,0
CLCN7,605,834,228,0,429,0,0,0,877,0,0,391,250,0,0,135,110,755,692,451,932,0,219,312,1,1407,0,727,0,179
CLCNKA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLDN1,19476,2630,1463,0,2068,1642,0,0,13638,7226,20407,10547,12415,0,12,9950,1132,90,6947,15216,17548,60408,10489,20447,2259,7451,1262,2904,17445,1742
CLDN10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
CLDN11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLDN12,0,437,0,0,142,0,0,0,95,0,0,463,0,0,0,0,0,55,179,518,385,0,243,1426,0,968,0,0,0,520
CLDN15,0,74,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,59,10,0,0,0,0,247,0,0,0,0,0,0
CLDN16,0,0,0,0,0,0,0,0,0,0,0,109,1363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLDN17,0,162,0,302,0,0,0,0,0,606,0,13,3,954,0,0,0,0,121,0,66,0,86,316,0,0,0,0,0,32
CLDN18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLDN19,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,30,0,0
CLDN2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLDN20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLDN22,103,4,0,0,0,0,0,0,1,402,0,11,0,0,0,93,0,0,20,61,0,0,0,0,0,0,495,38,0,80
CLDN23,0,6,10,0,0,0,0,0,40,0,0,8,16,0,0,0,76,1,19,12,0,162,0,0,0,0,0,15,0,12
CLDN24,597,0,272,0,0,0,9,2638,51,0,0,45,0,0,1202,1,995,4,0,125,0,0,0,0,0,0,0,0,0,131
CLDN25,0,0,0,0,114,0,6,4031,44,0,1659,0,0,0,0,0,0,7,0,72,16,0,116,628,0,0,1564,0,0,0
CLDN3,0,0,0,0,0,0,912,0,0,0,0,5,333,0,99,0,0,18,14,86,0,0,180,191,0,0,0,0,0,0
CLDN4,10,103,52,0,121,69,0,0,195,7,0,201,1994,37,0,163,274,19,352,70,398,0,510,50,702,0,0,67,0,72
CLDN5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLDN7,0,179,0,0,254,0,0,0,299,0,0,355,1572,0,0,0,0,31,145,193,0,48,0,0,0,0,0,875,0,0
CLDN8,34,24,0,0,0,0,0,296,46,0,0,3,0,0,0,0,0,0,9,0,61,0,45,0,0,0,843,0,0,0
CLDN9,0,56,0,0,0,393,0,0,0,1,0,5,0,0,0,0,0,14,27,138,0,0,0,0,0,0,1077,0,0,0
CLDND1,5,2,0,0,3,1,0,0,6,0,73,2,15,0,0,15,5,6,19,5,5,8,27,57,24,20,75,0,8,7
CLDND2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEC10A,995,101,0,0,597,0,0,0,532,0,838,746,1129,0,1,1123,373,51,630,1445,0,3375,951,930,62,959,0,78,1197,294
CLEC11A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEC12A,1,65,70,0,168,0,0,0,1,0,0,27,107,0,0,108,255,297,127,69,1,0,37,0,0,0,10,314,0,166
CLEC12B,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,18,0,0,0,0,0,0,0,0,79,0,43
CLEC14A,218,50,268,0,237,0,0,0,117,0,0,66,658,0,1332,0,0,0,233,237,0,425,146,0,0,0,0,1,936,0
CLEC16A,1954,326,0,0,1189,0,0,0,0,1427,0,1394,0,0,0,1,2120,476,2615,1198,823,911,1281,1290,2,4214,0,1736,0,288
CLEC17A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,36,0,0,0,0,0,0,0,0,0,0,0,0
CLEC18A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEC18B,0,0,38,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
CLEC1A,0,117,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,94,22,465,0,0,0,0,0,0,0,0,0,0
CLEC1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,210,0,0
CLEC2A,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,123,0,0,0,0,0,0,0,0,0,0,0
CLEC2B,353,4318,2554,1130,1825,0,0,0,1333,0,1828,2845,1788,0,2817,1770,2226,5370,3427,2633,1112,1,1082,0,0,4088,0,5911,0,11596
CLEC2D,0,443,0,0,0,0,0,0,0,0,0,86,611,0,0,99,135,921,282,47,14,270,129,575,0,218,0,0,458,78
CLEC2L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEC3A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEC3B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEC4A,413,277,70,0,61,0,0,0,108,215,0,264,503,0,54,295,161,446,745,1132,103,423,721,324,0,481,0,641,769,7031
CLEC4C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEC4D,1,895,426,0,0,0,0,0,0,0,0,251,190,0,0,0,0,1791,457,384,1283,0,198,0,0,548,0,1228,657,4240
CLEC4E,2005,12507,2705,1137,6869,0,0,0,2256,3345,1640,3359,6823,0,4650,2189,1413,13964,5833,6118,2611,0,761,0,348,12791,1442,23436,4839,15401
CLEC4F,18,1,0,0,12,0,24,0,0,0,0,284,1626,0,0,4,0,0,124,296,8,2426,24,0,0,0,0,0,0,0
CLEC4G,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,12,0,0
CLEC4GP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CLEC4M,0,0,0,0,0,0,0,0,1,21,0,0,14,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
CLEC5A,326,324,79,0,190,909,0,0,673,0,0,432,829,700,1,0,278,98,416,1122,246,3800,410,87,0,422,0,246,0,94
CLEC6A,0,0,0,0,0,0,0,0,0,0,0,61,1,688,0,0,0,64,28,211,0,0,232,0,0,1109,0,0,0,50
CLEC7A,935,726,502,0,494,0,0,0,223,2268,48,837,5,0,14,117,12,4135,844,1792,406,284,1156,9,0,2551,0,3140,0,4781
CLEC9A,0,68,0,0,0,0,0,0,0,0,0,11,0,0,0,0,154,47,148,0,0,0,0,0,0,0,0,67,0,396
CLGN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLIC1,4893,12601,5187,3712,12108,891,0,0,8359,0,1448,14945,9329,1768,7030,7956,4034,21275,15571,20481,17615,15994,11052,5405,6024,13741,3284,21110,9156,27519
CLIC2,1630,244,0,0,204,0,0,0,1072,776,0,1043,1644,1151,0,145,0,111,755,2381,305,8461,653,1802,200,4591,0,374,1876,998
CLIC3,0,1012,51,0,1566,1633,0,0,1081,0,0,597,1456,1297,0,792,639,49,1980,465,3043,169,839,0,901,561,0,1186,0,42
CLIC4,51,16,10,0,8,29,0,0,58,0,179,14,86,0,28,226,162,182,51,140,154,446,240,462,67,214,0,204,18,244
CLIC5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLIC6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,51,0,0,0,0,0,0,13
CLINT1,1419,781,494,618,0,837,0,0,1090,890,711,870,1296,301,709,245,1914,676,2318,1463,2105,2340,2736,2447,960,890,32028,287,1672,696
CLIP2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0
CLIP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLIP4,15,8,12,0,0,0,0,0,18,111,0,6,30,0,0,0,76,18,35,34,32,0,10,18,105,0,0,0,0,0
CLK1,208,430,278,6,78,0,0,0,433,3,1154,226,430,0,0,281,58,1775,1747,524,332,829,5157,187,313,742,395,2682,712,2145
CLK2,123,86,0,1,53,0,0,0,0,0,0,193,372,0,0,723,342,160,218,236,225,432,93,118,0,0,0,43,0,161
CLK2P,0,21,0,577,44,0,0,0,58,0,0,0,0,0,0,0,0,2,0,0,84,0,56,0,0,0,0,109,465,0
CLK3,1322,591,1018,0,244,1,0,0,1013,0,1755,749,1079,842,0,990,490,975,1584,989,160,146,1472,1109,455,0,0,111,0,978
CLK4,0,69,205,0,0,0,0,0,0,0,0,50,240,0,0,273,186,149,8,177,0,123,0,0,0,526,0,136,0,217
CLLU1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLLU1OS,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLMN,0,0,0,0,102,0,0,0,0,0,0,10,0,0,0,0,0,27,13,0,0,202,0,161,0,115,0,32,0,0
CLMP,303,1761,3938,0,2606,4021,0,0,1091,0,0,119,0,0,4439,820,1697,70,5034,1587,1084,0,3939,1327,1329,337,0,211,1095,367
CLN3,682,364,385,0,144,638,0,0,144,0,0,655,0,0,0,436,174,462,273,691,197,578,448,355,376,882,0,488,0,441
CLN5,1,97,0,0,628,0,0,0,0,0,0,193,0,0,0,497,0,46,42,323,0,288,169,0,0,0,0,150,0,63
CLN6,585,299,0,0,754,0,0,0,463,0,0,840,0,0,0,957,1665,625,310,593,353,1645,438,500,0,3063,0,745,0,497
CLN8,707,534,1072,728,1070,0,0,0,1055,0,0,706,1766,0,0,1583,1842,215,1541,1284,1062,2300,2615,1029,3283,547,0,504,0,135
CLNK,475,0,77,0,0,0,0,0,61,0,0,0,0,0,0,0,0,46,69,138,0,100,0,0,0,0,0,0,0,82
CLNS1A,5,4,13,0,1,0,0,0,16,0,88,7,0,0,59,46,106,9,21,38,27,34,101,0,124,40,0,36,56,38
CLOCK,223,145,0,0,415,0,0,0,100,3463,0,138,0,0,0,0,0,46,110,304,243,131,973,227,0,598,0,0,0,124
CLP1,1,5,0,0,0,0,0,0,0,0,0,5,40,0,0,0,0,22,1,18,47,131,0,0,1,122,0,0,0,0
CLPB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLPP,44,38,0,0,64,0,0,2,20,0,530,74,84,161,42,0,0,63,108,69,46,105,117,120,50,0,0,68,0,131
CLPS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLPTM1,1485,1091,0,0,2638,0,0,1,1586,0,0,2912,547,0,0,1842,684,761,3289,2145,1282,4408,1813,1391,2928,0,0,871,3651,726
CLPTM1L,1853,429,0,0,491,0,0,0,360,0,0,709,0,0,0,596,0,487,759,835,368,1047,224,295,889,648,0,758,0,415
CLPX,264,577,160,0,164,113,0,365,249,0,0,275,658,0,828,1166,326,96,558,434,823,465,2159,3049,1946,1135,0,213,0,351
CLRN1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLRN2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLRN3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLSPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,116,0,0,0,0,0,0,52
CLSTN1,172,57,598,0,350,0,0,0,915,0,1612,652,750,0,4,239,119,97,357,756,712,2354,1099,0,2,197,2,273,0,204
CLSTN2,0,96,356,0,0,0,39,0,67,0,0,13,0,0,0,0,0,0,212,0,0,0,129,0,885,0,0,0,0,214
CLSTN3,1,198,370,0,0,0,0,0,471,0,0,400,0,0,0,0,0,388,300,93,0,907,304,0,0,333,0,118,1991,1045
CLTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,70
CLTB,6146,4965,5891,1554,9864,8979,0,1336,13394,2250,0,7105,1962,8525,22619,12991,4842,1465,15251,12566,13623,1069,16762,16074,19463,3886,23027,5451,3404,6378
CLTC,3908,2634,2507,532,3068,35,57,0,4428,0,0,5876,1996,0,2291,1077,2406,3064,4166,5106,3503,9850,3598,5558,6392,3196,0,4106,7057,3545
CLTCL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLUAP1,0,0,0,0,3263,0,0,0,0,0,0,0,0,0,0,0,0,4,30,0,300,0,106,375,0,0,0,0,0,0
CLUL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLVS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLVS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLYBL,0,194,0,0,901,0,0,0,308,0,0,42,0,0,0,367,0,28,164,0,0,0,0,348,338,0,0,0,0,0
CMA1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMAHP,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,107,60,0,0,0,0,0,0,735,0,0,0,270
CMAS,0,9,12,0,0,0,0,0,33,0,0,45,22,0,0,185,0,23,59,60,0,28,149,559,328,0,0,27,0,30
CMBL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,224,0
CMC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMIP,1161,796,2215,0,854,974,215,0,1247,0,677,1239,752,0,797,629,277,760,990,1382,1108,3091,1123,1564,378,1665,1846,505,810,1134
